"Domain","Username","TenantId","SkuPartNumber","SkuId","LicenseStatus","Error"
"otuwacne104131.onmicrosoft.com","odl_user_2227193@otuwacne104131.onmicrosoft.com","a6dc2572-7b77-42a2-9b4e-57ec5bd268d7","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104132.onmicrosoft.com","odl_user_2227194@otuwacne104132.onmicrosoft.com","8fe2827d-8b2b-4c93-bce5-a1551a1bd1dc","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104133.onmicrosoft.com","odl_user_2227195@otuwacne104133.onmicrosoft.com","e4a1f9f2-7af3-4974-98ab-9e83d5600a3a","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104134.onmicrosoft.com","odl_user_2227196@otuwacne104134.onmicrosoft.com","89f4f531-14b0-4cdd-83a7-310930a58532","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104135.onmicrosoft.com","odl_user_2227197@otuwacne104135.onmicrosoft.com","f84f45de-6be6-47cc-a149-5258f35d9cad","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104136.onmicrosoft.com","odl_user_2227198@otuwacne104136.onmicrosoft.com","a8fc8585-f687-4d5f-ab86-984f726c4246","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104137.onmicrosoft.com","odl_user_2227199@otuwacne104137.onmicrosoft.com","5d13bb55-7cdc-4d58-827e-848a95692451","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104138.onmicrosoft.com","odl_user_2227200@otuwacne104138.onmicrosoft.com","862d9112-26a5-4649-9c63-31d9e5ad48e5","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104139.onmicrosoft.com","odl_user_2227201@otuwacne104139.onmicrosoft.com","942474ec-6b2f-48af-8956-813e59a0fbac","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104140.onmicrosoft.com","odl_user_2227202@otuwacne104140.onmicrosoft.com","509053f4-22dc-4dde-b965-5d669e8a1824","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104041.onmicrosoft.com","odl_user_2227510@otuwacne104041.onmicrosoft.com","79d1038c-f27a-4d93-bf0e-ee4d2fdae62b","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104042.onmicrosoft.com","odl_user_2227511@otuwacne104042.onmicrosoft.com","d540b97b-ec12-4f42-bef5-79470a319815","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104043.onmicrosoft.com","odl_user_2227512@otuwacne104043.onmicrosoft.com","63dac623-08bb-451c-a622-347b19fa3253","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104044.onmicrosoft.com","odl_user_2227513@otuwacne104044.onmicrosoft.com","6c0a9d46-6173-4874-8714-50a1e1b94bf9","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104045.onmicrosoft.com","odl_user_2227414@otuwacne104045.onmicrosoft.com","19b58800-fcad-477c-9237-99743458566a","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104046.onmicrosoft.com","odl_user_2227418@otuwacne104046.onmicrosoft.com","902bb837-e7fc-4a20-91f9-0081760ee9dd","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104047.onmicrosoft.com","odl_user_2227421@otuwacne104047.onmicrosoft.com","77734408-ac11-4178-b5ec-73630f2227b4","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104048.onmicrosoft.com","odl_user_2227821@otuwacne104048.onmicrosoft.com","b2e3fd79-e86e-4740-b21f-cb615998630f","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104049.onmicrosoft.com","odl_user_2227423@otuwacne104049.onmicrosoft.com","216fec35-ebc6-473a-aed4-bdf4c31facbf","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104050.onmicrosoft.com","odl_user_2227827@otuwacne104050.onmicrosoft.com","fa81e0b3-2438-4b7f-a25f-f5e9493c57a8","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104051.onmicrosoft.com","odl_user_2227812@otuwacne104051.onmicrosoft.com","bd1d8d04-fd95-4557-9f08-b06407244d6b","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104052.onmicrosoft.com","odl_user_2227561@otuwacne104052.onmicrosoft.com","0cce66b2-b2ae-44eb-95ad-f4f880d9c94a","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104053.onmicrosoft.com","odl_user_2227813@otuwacne104053.onmicrosoft.com","98f9d77d-1215-4b90-9bbe-d392c883319e","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104054.onmicrosoft.com","odl_user_2227495@otuwacne104054.onmicrosoft.com","a985cbb7-88f9-4098-817b-17a0801f2665","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104055.onmicrosoft.com","odl_user_2227496@otuwacne104055.onmicrosoft.com","b71f388f-ad82-4a51-8320-9c46b50b3e0a","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne104056.onmicrosoft.com","odl_user_2227498@otuwacne104056.onmicrosoft.com","8ac6dc4a-d3d5-4056-a4a5-0a34ca2a815f","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
