"Domain","Username","TenantId","SkuPartNumber","SkuId","LicenseStatus","Error"
"otuwacne103891.onmicrosoft.com","odl_user_2226954@otuwacne103891.onmicrosoft.com","238850da-67d5-41ec-8b3a-1a4bbc3598f9","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103892.onmicrosoft.com","odl_user_2227227@otuwacne103892.onmicrosoft.com","3ac2ca41-8797-40fa-8aad-cf541dc22fa1","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103893.onmicrosoft.com","odl_user_2226956@otuwacne103893.onmicrosoft.com","ec56821f-5f6d-4b2a-9a3c-b7029424139d","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103894.onmicrosoft.com","odl_user_2226957@otuwacne103894.onmicrosoft.com","a921d03c-fbb5-4129-ae00-6d3e6fcf81a7","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103895.onmicrosoft.com","odl_user_2226963@otuwacne103895.onmicrosoft.com","cc624eac-476b-49bf-9559-7225de43850f","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103896.onmicrosoft.com","odl_user_2226964@otuwacne103896.onmicrosoft.com","29ad9ccc-95e3-4228-8379-605b6b8e5e12","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103897.onmicrosoft.com","odl_user_2227228@otuwacne103897.onmicrosoft.com","5235136c-0b5b-4ea2-ad36-eb0283192b13","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103898.onmicrosoft.com","odl_user_2226966@otuwacne103898.onmicrosoft.com","2532cb95-80a3-4fa3-b555-295437d451cd","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103899.onmicrosoft.com","odl_user_2226967@otuwacne103899.onmicrosoft.com","9fd076b2-76ad-4b6f-85d2-6cc8afbd810c","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103900.onmicrosoft.com","odl_user_2227229@otuwacne103900.onmicrosoft.com","e4a6773c-7631-47e7-bd97-a9c6a07470fc","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103901.onmicrosoft.com","odl_user_2226969@otuwacne103901.onmicrosoft.com","fd702382-640e-4472-9674-e78aa7e7852f","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103902.onmicrosoft.com","odl_user_2227230@otuwacne103902.onmicrosoft.com","92c7d10b-fc4b-419c-a770-e8686379a052","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103903.onmicrosoft.com","odl_user_2226971@otuwacne103903.onmicrosoft.com","f01cdb30-e142-4b5b-864a-7e8acfb1e550","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103904.onmicrosoft.com","odl_user_2226972@otuwacne103904.onmicrosoft.com","0898782a-cdd6-458e-a97d-1489271b942d","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103905.onmicrosoft.com","odl_user_2226975@otuwacne103905.onmicrosoft.com","b38f5fbd-5d6e-4139-a229-e0f40e1816b0","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103906.onmicrosoft.com","odl_user_2227231@otuwacne103906.onmicrosoft.com","d9b27f9e-99ba-4f26-9411-203e5ef21a7a","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103907.onmicrosoft.com","odl_user_2226977@otuwacne103907.onmicrosoft.com","c8f6549b-750c-4520-b088-9f60487ddc41","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103908.onmicrosoft.com","odl_user_2226978@otuwacne103908.onmicrosoft.com","ccd0895e-cbee-4d9f-b863-2eba23c9ecfc","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103909.onmicrosoft.com","odl_user_2226979@otuwacne103909.onmicrosoft.com","4a45c1d2-a5f3-48e6-99ff-ff208240cb71","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103910.onmicrosoft.com","odl_user_2226980@otuwacne103910.onmicrosoft.com","4d5890e4-6964-4e9b-b3ab-05ca61bb17da","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103911.onmicrosoft.com","odl_user_2226981@otuwacne103911.onmicrosoft.com","ade4696c-6d14-48ad-92d5-ec4e4f02e939","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103912.onmicrosoft.com","odl_user_2226982@otuwacne103912.onmicrosoft.com","d8bde6b6-8f34-49d3-bbe7-d5b9d70a633f","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103913.onmicrosoft.com","odl_user_2226984@otuwacne103913.onmicrosoft.com","60033a35-2afe-4cfd-9a47-9a620404aa31","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103914.onmicrosoft.com","odl_user_2226985@otuwacne103914.onmicrosoft.com","a761d25e-9540-4ae9-b421-1c730b77b9b7","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103915.onmicrosoft.com","odl_user_2226986@otuwacne103915.onmicrosoft.com","b13069f4-5126-478d-9c3f-585311924e1b","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103916.onmicrosoft.com","odl_user_2226990@otuwacne103916.onmicrosoft.com","62658a69-d3c7-4cd0-bed7-5074dd2112dd","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103917.onmicrosoft.com","odl_user_2226991@otuwacne103917.onmicrosoft.com","a23b8f48-de7b-466c-8526-66cfbbb84d36","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103918.onmicrosoft.com","odl_user_2226992@otuwacne103918.onmicrosoft.com","a1100c26-f2b3-410d-890a-7c14aacf020b","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103919.onmicrosoft.com","odl_user_2226994@otuwacne103919.onmicrosoft.com","14082785-18ab-4187-b20b-298c462d8727","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103920.onmicrosoft.com","odl_user_2226995@otuwacne103920.onmicrosoft.com","da9254b8-a2b9-4a50-991c-7888b6aaad09","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103921.onmicrosoft.com","odl_user_2227004@otuwacne103921.onmicrosoft.com","68eb9f36-7912-437e-9e62-08e46b15b0ac","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103922.onmicrosoft.com","odl_user_2227005@otuwacne103922.onmicrosoft.com","d727d293-c771-4a04-b151-0d2a585cb2a8","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103923.onmicrosoft.com","odl_user_2227842@otuwacne103923.onmicrosoft.com","1ef49286-1e9a-407f-8918-9a669b8d92de","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103924.onmicrosoft.com","odl_user_2227007@otuwacne103924.onmicrosoft.com","ce9e87cb-eaae-4a44-8bef-df96334ed4f0","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103925.onmicrosoft.com","odl_user_2227008@otuwacne103925.onmicrosoft.com","3ff9236f-a25e-4843-b191-898764f35a70","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
"otuwacne103926.onmicrosoft.com","odl_user_2227843@otuwacne103926.onmicrosoft.com","8432a64e-a339-4256-a33e-d61c099f3734","Microsoft_365_E5_(no_Teams)","18a4bd3f-0b5b-4887-b04f-61dd0ee15f5e","Assigned",""
