username,tenant_id,status,policy_count,policies,page_text,screenshot,checked_at
odl_user_2226954@otuwacne103891.onmicrosoft.com,238850da-67d5-41ec-8b3a-1a4bbc3598f9,LOADED,,,,C:\certs\irm_screenshots_Batch1\odl_user_2226954.png,2026-05-26 17:05:49
odl_user_2226963@otuwacne103895.onmicrosoft.com,cc624eac-476b-49bf-9559-7225de43850f,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226963.png,2026-05-26 17:05:49
odl_user_2226956@otuwacne103893.onmicrosoft.com,ec56821f-5f6d-4b2a-9a3c-b7029424139d,LOADED,,,,C:\certs\irm_screenshots_Batch1\odl_user_2226956.png,2026-05-26 17:05:49
odl_user_2227227@otuwacne103892.onmicrosoft.com,3ac2ca41-8797-40fa-8aad-cf541dc22fa1,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227227.png,2026-05-26 17:05:49
odl_user_2226957@otuwacne103894.onmicrosoft.com,a921d03c-fbb5-4129-ae00-6d3e6fcf81a7,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2226957.png,2026-05-26 17:05:49
odl_user_2227228@otuwacne103897.onmicrosoft.com,5235136c-0b5b-4ea2-ad36-eb0283192b13,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227228.png,2026-05-26 17:09:05
odl_user_2226964@otuwacne103896.onmicrosoft.com,29ad9ccc-95e3-4228-8379-605b6b8e5e12,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226964.png,2026-05-26 17:08:54
odl_user_2226966@otuwacne103898.onmicrosoft.com,2532cb95-80a3-4fa3-b555-295437d451cd,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226966.png,2026-05-26 17:10:26
odl_user_2226967@otuwacne103899.onmicrosoft.com,9fd076b2-76ad-4b6f-85d2-6cc8afbd810c,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226967.png,2026-05-26 17:10:31
odl_user_2227229@otuwacne103900.onmicrosoft.com,e4a6773c-7631-47e7-bd97-a9c6a07470fc,LOADED,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227229.png,2026-05-26 17:11:22
odl_user_2226969@otuwacne103901.onmicrosoft.com,fd702382-640e-4472-9674-e78aa7e7852f,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226969.png,2026-05-26 17:12:06
odl_user_2227230@otuwacne103902.onmicrosoft.com,92c7d10b-fc4b-419c-a770-e8686379a052,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227230.png,2026-05-26 17:13:43
odl_user_2226971@otuwacne103903.onmicrosoft.com,f01cdb30-e142-4b5b-864a-7e8acfb1e550,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226971.png,2026-05-26 17:15:01
odl_user_2226972@otuwacne103904.onmicrosoft.com,0898782a-cdd6-458e-a97d-1489271b942d,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226972.png,2026-05-26 17:15:06
odl_user_2226975@otuwacne103905.onmicrosoft.com,b38f5fbd-5d6e-4139-a229-e0f40e1816b0,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226975.png,2026-05-26 17:15:53
odl_user_2227231@otuwacne103906.onmicrosoft.com,d9b27f9e-99ba-4f26-9411-203e5ef21a7a,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227231.png,2026-05-26 17:16:37
odl_user_2226977@otuwacne103907.onmicrosoft.com,c8f6549b-750c-4520-b088-9f60487ddc41,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226977.png,2026-05-26 17:18:17
odl_user_2226978@otuwacne103908.onmicrosoft.com,ccd0895e-cbee-4d9f-b863-2eba23c9ecfc,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226978.png,2026-05-26 17:19:35
odl_user_2226979@otuwacne103909.onmicrosoft.com,4a45c1d2-a5f3-48e6-99ff-ff208240cb71,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226979.png,2026-05-26 17:19:39
odl_user_2226980@otuwacne103910.onmicrosoft.com,4d5890e4-6964-4e9b-b3ab-05ca61bb17da,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226980.png,2026-05-26 17:20:24
odl_user_2226981@otuwacne103911.onmicrosoft.com,ade4696c-6d14-48ad-92d5-ec4e4f02e939,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226981.png,2026-05-26 17:21:12
odl_user_2226982@otuwacne103912.onmicrosoft.com,d8bde6b6-8f34-49d3-bbe7-d5b9d70a633f,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226982.png,2026-05-26 17:22:47
odl_user_2226984@otuwacne103913.onmicrosoft.com,60033a35-2afe-4cfd-9a47-9a620404aa31,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226984.png,2026-05-26 17:24:08
odl_user_2226990@otuwacne103916.onmicrosoft.com,62658a69-d3c7-4cd0-bed7-5074dd2112dd,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226990.png,2026-05-26 17:25:45
odl_user_2226985@otuwacne103914.onmicrosoft.com,a761d25e-9540-4ae9-b421-1c730b77b9b7,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2226985.png,2026-05-26 17:24:13
odl_user_2226991@otuwacne103917.onmicrosoft.com,a23b8f48-de7b-466c-8526-66cfbbb84d36,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226991.png,2026-05-26 17:27:18
odl_user_2226986@otuwacne103915.onmicrosoft.com,b13069f4-5126-478d-9c3f-585311924e1b,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2226986.png,2026-05-26 17:24:57
odl_user_2226992@otuwacne103918.onmicrosoft.com,a1100c26-f2b3-410d-890a-7c14aacf020b,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226992.png,2026-05-26 17:28:45
odl_user_2226995@otuwacne103920.onmicrosoft.com,da9254b8-a2b9-4a50-991c-7888b6aaad09,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2226995.png,2026-05-26 17:31:17
odl_user_2227004@otuwacne103921.onmicrosoft.com,68eb9f36-7912-437e-9e62-08e46b15b0ac,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227004.png,2026-05-26 17:31:51
odl_user_2226994@otuwacne103919.onmicrosoft.com,14082785-18ab-4187-b20b-298c462d8727,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2226994.png,2026-05-26 17:30:16
odl_user_2227842@otuwacne103923.onmicrosoft.com,1ef49286-1e9a-407f-8918-9a669b8d92de,LOADED,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227842.png,2026-05-26 17:33:23
odl_user_2227005@otuwacne103922.onmicrosoft.com,d727d293-c771-4a04-b151-0d2a585cb2a8,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227005.png,2026-05-26 17:32:02
odl_user_2227007@otuwacne103924.onmicrosoft.com,ce9e87cb-eaae-4a44-8bef-df96334ed4f0,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227007.png,2026-05-26 17:35:52
odl_user_2227008@otuwacne103925.onmicrosoft.com,3ff9236f-a25e-4843-b191-898764f35a70,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227008.png,2026-05-26 17:36:27
odl_user_2227016@otuwacne103929.onmicrosoft.com,2d32005e-debb-4307-9225-22c44c80b196,LOADED,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227016.png,2026-05-26 17:40:27
odl_user_2227014@otuwacne103928.onmicrosoft.com,0609e4d7-751c-4907-a300-be64411d9436,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227014.png,2026-05-26 17:38:34
odl_user_2227843@otuwacne103926.onmicrosoft.com,8432a64e-a339-4256-a33e-d61c099f3734,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227843.png,2026-05-26 17:37:30
odl_user_2227010@otuwacne103927.onmicrosoft.com,1778b86d-7055-4ecb-9139-598f675ca101,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227010.png,2026-05-26 17:37:50
odl_user_2227017@otuwacne103931.onmicrosoft.com,7fe98fbc-d0f4-4922-b365-4834e69463a9,LOADED,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227017.png,2026-05-26 17:41:27
odl_user_2227232@otuwacne103930.onmicrosoft.com,9539a55d-3f7e-497f-812c-549f0b02a0a9,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227232.png,2026-05-26 17:41:05
odl_user_2227019@otuwacne103933.onmicrosoft.com,cdb32e64-7227-4c22-8533-93ab591d62e0,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227019.png,2026-05-26 17:44:48
odl_user_2227020@otuwacne103934.onmicrosoft.com,c082ef81-04c3-40da-acb3-acc206ff1210,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227020.png,2026-05-26 17:44:48
odl_user_2227018@otuwacne103932.onmicrosoft.com,508cf1ab-b621-4af2-83a9-c7b3905126a3,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227018.png,2026-05-26 17:43:22
odl_user_2227021@otuwacne103935.onmicrosoft.com,d4832ddc-1212-49ce-bee5-a93fca8040c5,LOADED,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227021.png,2026-05-26 17:45:06
odl_user_2227022@otuwacne103936.onmicrosoft.com,76dba37f-9699-4885-b9d9-ed852ae5f835,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227022.png,2026-05-26 17:48:33
odl_user_2227233@otuwacne103937.onmicrosoft.com,91be7a1f-489d-411b-b325-6057a9c36c70,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227233.png,2026-05-26 17:49:17
odl_user_2227024@otuwacne103938.onmicrosoft.com,6a55c4e8-7a10-4373-bec5-e132a847a54b,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227024.png,2026-05-26 17:49:21
odl_user_2227025@otuwacne103939.onmicrosoft.com,0ad6b347-2740-4979-af96-63127115f165,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227025.png,2026-05-26 17:49:30
odl_user_2227029@otuwacne103940.onmicrosoft.com,2b455926-da39-4cae-b189-fac4ed293f80,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch1\odl_user_2227029.png,2026-05-26 17:49:32
odl_user_2227032@otuwacne103943.onmicrosoft.com,d3a9e600-4ed8-451a-80b3-31db1ea4eaa1,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227032.png,2026-05-26 17:53:53
odl_user_2227030@otuwacne103941.onmicrosoft.com,f4527b2e-cdb1-4957-86b4-1f50ac972841,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227030.png,2026-05-26 17:53:07
odl_user_2227031@otuwacne103942.onmicrosoft.com,94906fc2-483b-4986-b9d9-60ba8aa3ad65,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227031.png,2026-05-26 17:53:51
odl_user_2227033@otuwacne103944.onmicrosoft.com,d5a924ac-62cb-4f91-9584-8ad2ab51ee51,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch1\odl_user_2227033.png,2026-05-26 17:53:59
