username,tenant_id,status,job_title,items_found,job_date,checked_at,screenshot
odl_user_2227081@otuwacne104000.onmicrosoft.com,4d27db45-5247-434e-b486-cafa2a3e8cc1,RUNNING,,,,2026-05-24 23:16:57,C:\certs\screenshots_Batch3\odl_user_2227081_RUNNING.png
odl_user_2227083@otuwacne104002.onmicrosoft.com,28a55a2c-82bd-4b23-9f46-15ec7498ae91,RUNNING,,,,2026-05-24 23:16:57,C:\certs\screenshots_Batch3\odl_user_2227083_RUNNING.png
odl_user_2227084@otuwacne104003.onmicrosoft.com,8576e7cd-3097-4f8f-b95e-5fa90f62ded3,RUNNING,,,,2026-05-24 23:16:57,C:\certs\screenshots_Batch3\odl_user_2227084_RUNNING.png
odl_user_2227245@otuwacne103999.onmicrosoft.com,0bbab552-d379-4e86-96e1-c86662064893,RUNNING,,,,2026-05-24 23:16:57,C:\certs\screenshots_Batch3\odl_user_2227245_RUNNING.png
odl_user_2227086@otuwacne104005.onmicrosoft.com,77060ab6-f578-4346-ae1e-1b5e216db2ed,RUNNING,,,,2026-05-24 23:18:09,C:\certs\screenshots_Batch3\odl_user_2227086_RUNNING.png
odl_user_2227088@otuwacne104007.onmicrosoft.com,7feeb899-6bdc-4376-a909-452aba019ddd,RUNNING,,,,2026-05-24 23:18:19,C:\certs\screenshots_Batch3\odl_user_2227088_RUNNING.png
odl_user_2227085@otuwacne104004.onmicrosoft.com,dcde1ddd-af2c-4b23-9ae5-d2a1fab7339f,RUNNING,,,,2026-05-24 23:18:05,C:\certs\screenshots_Batch3\odl_user_2227085_RUNNING.png
odl_user_2227087@otuwacne104006.onmicrosoft.com,c8361611-e905-4af9-b27b-4a0c19c7ab9d,RUNNING,,,,2026-05-24 23:18:10,C:\certs\screenshots_Batch3\odl_user_2227087_RUNNING.png
odl_user_2227089@otuwacne104008.onmicrosoft.com,20417043-3ea5-43ea-85b1-606301f03632,RUNNING,,,,2026-05-24 23:19:12,C:\certs\screenshots_Batch3\odl_user_2227089_RUNNING.png
odl_user_2227246@otuwacne104009.onmicrosoft.com,dc7323a9-b2c3-4dbf-9d7e-59bc1832837d,RUNNING,,,,2026-05-24 23:19:25,C:\certs\screenshots_Batch3\odl_user_2227246_RUNNING.png
odl_user_2227090@otuwacne104010.onmicrosoft.com,a38be04e-2bd5-4bad-b4fc-6ae2d4c429ef,RUNNING,,,,2026-05-24 23:19:28,C:\certs\screenshots_Batch3\odl_user_2227090_RUNNING.png
odl_user_2227082@otuwacne104001.onmicrosoft.com,f228cb19-dd3b-46c2-8f83-26f187126f85,RUNNING,,,,2026-05-24 23:16:57,C:\certs\screenshots_Batch3\odl_user_2227082_RUNNING.png
odl_user_2227095@otuwacne104015.onmicrosoft.com,c068eea7-73b6-4be9-b265-9289be35cd81,RUNNING,,,,2026-05-24 23:20:39,C:\certs\screenshots_Batch3\odl_user_2227095_RUNNING.png
odl_user_2227092@otuwacne104012.onmicrosoft.com,06f6bca4-7cc0-4899-bd08-0c976894d165,RUNNING,,,,2026-05-24 23:20:18,C:\certs\screenshots_Batch3\odl_user_2227092_RUNNING.png
odl_user_2227094@otuwacne104014.onmicrosoft.com,0a0495e4-e3f3-40ec-b90f-181fcaeeace2,RUNNING,,,,2026-05-24 23:20:34,C:\certs\screenshots_Batch3\odl_user_2227094_RUNNING.png
odl_user_2227096@otuwacne104016.onmicrosoft.com,239b18f0-9f00-413c-9f28-7a4c89f9e489,RUNNING,,,,2026-05-24 23:21:55,C:\certs\screenshots_Batch3\odl_user_2227096_RUNNING.png
odl_user_2227097@otuwacne104017.onmicrosoft.com,d5ee1bad-a8a6-4bf3-b56e-f06bbef38d6c,COMPLETED,,The Discovery agent found 29 items relevant to Sensitive Password Credential File Discovery.,"5/24/2026, 3:28 PM",2026-05-24 23:22:11,C:\certs\screenshots_Batch3\odl_user_2227097_COMPLETED.png
odl_user_2227098@otuwacne104018.onmicrosoft.com,0a090846-6267-45b6-bdfc-9f8482da1694,RUNNING,,,,2026-05-24 23:22:28,C:\certs\screenshots_Batch3\odl_user_2227098_RUNNING.png
